,Date,Open Price,High Price,Low Price,Close Price
42,01-Mar-1997,1075.0,1097.85,1075.0,1097.85
43,03-Mar-1997,1159.0,1174.7,1120.0,1174.65
44,04-Mar-1997,1174.9,1175.0,1115.0,1136.55
45,05-Mar-1997,1200.0,1200.0,1130.05,1145.5
46,06-Mar-1997,1175.75,1180.0,1067.0,1091.6
47,10-Mar-1997,1020.0,1061.0,1020.0,1020.05
48,11-Mar-1997,1050.0,1050.0,981.0,1003.85
49,12-Mar-1997,1040.0,1050.0,1016.5,1036.4
50,13-Mar-1997,1039.0,1060.0,1038.0,1045.0
51,14-Mar-1997,1045.0,1059.5,1042.0,1042.5
52,17-Mar-1997,993.0,1054.0,993.0,1040.0
53,18-Mar-1997,1042.05,1045.0,1010.0,1023.4
54,19-Mar-1997,1038.0,1040.0,1023.0,1024.8
55,20-Mar-1997,965.1,1029.0,965.1,1025.0
56,21-Mar-1997,1023.0,1025.0,1010.05,1023.0
57,25-Mar-1997,1025.0,1065.0,1018.55,1050.55
58,26-Mar-1997,1035.1,1061.0,1035.1,1061.0
59,27-Mar-1997,1082.95,1100.0,1071.0,1099.55
60,31-Mar-1997,1022.6,1022.6,1022.6,1022.6
61,01-Apr-1997,950.05,1034.95,950.0,1009.6
62,02-Apr-1997,1050.0,1077.0,1050.0,1074.4
63,03-Apr-1997,1080.0,1143.0,1080.0,1130.65
64,04-Apr-1997,1209.8,1209.8,1158.0,1209.8
65,07-Apr-1997,1210.5,1210.5,1210.5,1210.5
66,09-Apr-1997,1275.0,1275.0,1275.0,1275.0
67,09-Apr-1997,1295.2,1295.2,1261.5,1269.55
68,10-Apr-1997,1266.0,1270.0,1180.75,1195.65
69,11-Apr-1997,1148.1,1195.0,1144.0,1189.9
70,12-Apr-1997,1168.0,1205.0,1164.0,1181.2
71,15-Apr-1997,1205.0,1225.0,1200.0,1218.55
72,17-Apr-1997,1225.6,1240.0,1220.5,1238.6
73,21-Apr-1997,1255.0,1278.5,1255.0,1275.9
74,22-Apr-1997,1280.0,1305.0,1280.0,1300.05
75,23-Apr-1997,1294.0,1295.0,1286.0,1294.85
76,24-Apr-1997,1302.8,1302.8,1291.1,1298.0
77,25-Apr-1997,1291.1,1325.0,1291.1,1322.6
78,28-Apr-1997,1328.0,1415.2,1315.0,1415.0
79,29-Apr-1997,1430.0,1490.0,1345.0,1408.05
80,30-Apr-1997,1440.0,1498.0,1440.0,1451.6
81,02-May-1997,1444.0,1449.5,1420.0,1435.4
82,05-May-1997,1421.0,1433.0,1401.0,1406.2
83,06-May-1997,1406.0,1420.0,1396.0,1417.05
84,07-May-1997,1415.0,1439.5,1407.5,1428.75
85,08-May-1997,1450.0,1477.0,1440.0,1464.7
86,09-May-1997,1465.0,1479.0,1459.0,1466.0
87,12-May-1997,1460.0,1460.0,1460.0,1460.0
88,12-May-1997,1463.0,1465.0,1440.0,1445.5
89,13-May-1997,1445.0,1455.6,1445.0,1453.05
90,14-May-1997,1450.0,1452.0,1430.0,1450.35
91,15-May-1997,1450.5,1450.5,1435.1,1439.35
92,16-May-1997,1440.0,1442.0,1432.0,1438.05
93,19-May-1997,1444.0,1461.75,1439.0,1448.05
94,20-May-1997,1350.0,1350.0,1350.0,1350.0
95,20-May-1997,1442.0,1450.0,1442.0,1448.0
96,21-May-1997,1450.0,1450.0,1439.0,1441.6
97,22-May-1997,1440.0,1440.0,1378.0,1396.5
98,23-May-1997,1394.0,1449.85,1380.0,1424.5
99,26-May-1997,1421.0,1445.0,1421.0,1436.4
100,27-May-1997,1448.9,1490.0,1441.05,1467.2
101,28-May-1997,1436.0,1446.9,1420.1,1440.1
102,29-May-1997,1439.95,1446.5,1437.0,1443.8
103,30-May-1997,1450.0,1485.0,1450.0,1480.5
104,02-Jun-1997,1468.0,1500.0,1468.0,1497.45
105,03-Jun-1997,1499.95,1562.0,1499.95,1540.7
106,04-Jun-1997,1532.0,1547.0,1530.0,1542.0
107,05-Jun-1997,1550.0,1560.0,1535.5,1538.2
108,06-Jun-1997,1528.0,1560.0,1502.55,1553.3
109,09-Jun-1997,1558.0,1661.95,1555.0,1646.55
110,10-Jun-1997,1600.0,1761.0,1600.0,1761.0
111,10-Jun-1997,1640.5,1761.85,1640.5,1761.85
112,11-Jun-1997,1845.0,1845.0,1800.0,1800.0
113,11-Jun-1997,1810.95,1850.0,1730.0,1747.1
114,12-Jun-1997,1747.95,1795.0,1730.0,1745.3
115,13-Jun-1997,1725.0,1725.0,1725.0,1725.0
116,13-Jun-1997,1711.0,1735.0,1710.0,1722.45
117,16-Jun-1997,1650.0,1650.0,1650.0,1650.0
118,16-Jun-1997,1660.0,1710.0,1605.0,1620.55
119,17-Jun-1997,1690.0,1734.0,1690.0,1734.0
120,18-Jun-1997,1850.0,1855.4,1850.0,1855.4
121,19-Jun-1997,1860.0,1860.0,1860.0,1860.0
122,19-Jun-1997,1950.0,1950.0,1810.0,1896.1
123,20-Jun-1997,1915.0,1915.0,1860.5,1874.6
124,23-Jun-1997,1855.0,1860.0,1820.0,1847.05
125,24-Jun-1997,1811.0,1839.0,1750.0,1775.6
126,25-Jun-1997,1800.0,1880.0,1800.0,1819.5
127,26-Jun-1997,1826.0,1864.0,1820.0,1852.5
128,27-Jun-1997,1836.5,1837.0,1810.6,1817.0
129,30-Jun-1997,1835.0,1835.0,1835.0,1835.0
130,30-Jun-1997,1815.0,1860.0,1815.0,1856.45
131,01-Jul-1997,1875.0,1975.0,1875.0,1934.55
132,02-Jul-1997,1945.0,1949.0,1897.0,1921.1
133,03-Jul-1997,1950.0,1950.0,1950.0,1950.0
134,03-Jul-1997,1918.0,1990.0,1895.0,1970.3
135,04-Jul-1997,2000.0,2000.0,2000.0,2000.0
136,04-Jul-1997,1988.0,2050.0,1960.0,2003.75
137,07-Jul-1997,2090.0,2144.05,2020.0,2144.05
138,08-Jul-1997,2189.0,2195.0,2000.0,2109.15
139,09-Jul-1997,2001.0,2250.0,2001.0,2240.2
140,10-Jul-1997,2250.0,2320.0,2225.0,2275.15
141,11-Jul-1997,2300.0,2350.0,2300.0,2350.0
142,11-Jul-1997,2200.0,2434.3,2200.0,2415.1
143,14-Jul-1997,2439.0,2528.75,2420.0,2497.75
144,15-Jul-1997,2519.0,2519.0,2375.0,2396.0
145,16-Jul-1997,2425.0,2520.0,2361.0,2389.7
146,17-Jul-1997,2378.3,2434.0,2344.05,2412.0
147,21-Jul-1997,2352.0,2352.0,2243.2,2243.2
148,22-Jul-1997,2086.2,2299.0,2086.2,2086.2
149,23-Jul-1997,2075.0,2145.0,2065.0,2101.2
150,24-Jul-1997,2087.1,2115.0,2061.0,2078.5
151,25-Jul-1997,2046.0,2079.0,1995.0,2016.35
152,28-Jul-1997,1965.2,2019.0,1965.2,2001.55
153,29-Jul-1997,2031.0,2031.0,1975.0,1989.9
154,30-Jul-1997,2020.0,2020.0,1985.0,1991.0
155,31-Jul-1997,2008.7,2130.4,2000.0,2058.9
156,01-Aug-1997,2170.0,2203.05,2161.1,2203.05
157,04-Aug-1997,2356.0,2357.3,2325.0,2349.1
158,05-Aug-1997,2383.6,2385.0,2250.0,2292.5
159,06-Aug-1997,2365.0,2370.0,2260.0,2279.85
160,07-Aug-1997,2320.0,2320.0,2251.0,2272.5
161,08-Aug-1997,2260.0,2260.0,2180.0,2209.3
162,11-Aug-1997,2200.0,2318.0,2200.0,2273.75
163,12-Aug-1997,2265.05,2300.0,2190.0,2219.4
164,13-Aug-1997,2175.0,2240.0,2156.0,2230.45
165,14-Aug-1997,2100.0,2200.0,2074.5,2192.05
166,18-Aug-1997,2165.0,2345.5,2165.0,2334.6
167,19-Aug-1997,2375.0,2405.0,2260.0,2300.15
168,20-Aug-1997,1081.0,1224.0,1081.0,1207.15
169,21-Aug-1997,1215.0,1225.0,1189.0,1214.8
170,22-Aug-1997,1220.0,1220.0,1206.0,1216.2
171,25-Aug-1997,1210.0,1255.0,1200.0,1243.15
172,26-Aug-1997,1250.0,1299.0,1250.0,1294.0
173,27-Aug-1997,1305.0,1345.0,1300.0,1321.45
174,28-Aug-1997,1312.0,1325.0,1262.0,1284.65
175,29-Aug-1997,1262.0,1281.0,1252.0,1271.3
176,01-Sep-1997,1283.0,1283.0,1267.55,1278.9
177,02-Sep-1997,1270.2,1314.7,1270.2,1285.85
178,03-Sep-1997,1285.0,1289.0,1260.0,1273.55
179,04-Sep-1997,1273.0,1280.0,1261.25,1277.8
180,05-Sep-1997,1282.0,1318.0,1276.0,1309.65
181,08-Sep-1997,1291.1,1401.35,1290.0,1401.35
182,09-Sep-1997,1449.0,1499.45,1449.0,1497.8
183,10-Sep-1997,1490.0,1490.0,1392.0,1478.55
184,11-Sep-1997,1442.0,1449.9,1395.25,1423.6
185,12-Sep-1997,1399.0,1426.0,1399.0,1425.0
186,12-Sep-1997,1410.0,1468.9,1391.0,1444.2
187,15-Sep-1997,1459.0,1459.0,1459.0,1459.0
188,15-Sep-1997,1406.0,1459.0,1406.0,1430.65
189,16-Sep-1997,1450.0,1450.0,1450.0,1450.0
190,16-Sep-1997,1446.0,1460.0,1415.0,1448.3
191,17-Sep-1997,1430.0,1435.0,1419.25,1423.5
192,18-Sep-1997,1381.0,1381.0,1340.05,1340.05
193,18-Sep-1997,1310.0,1357.9,1310.0,1339.3
194,19-Sep-1997,1345.0,1435.0,1332.75,1397.3
195,22-Sep-1997,1410.0,1451.0,1387.05,1421.45
196,23-Sep-1997,1440.0,1459.0,1440.0,1459.0
197,23-Sep-1997,1420.0,1488.75,1420.0,1471.05
198,24-Sep-1997,1455.0,1535.0,1455.0,1515.45
199,25-Sep-1997,1512.05,1575.0,1512.05,1557.6
200,26-Sep-1997,1545.0,1545.0,1545.0,1545.0
201,26-Sep-1997,1578.0,1624.0,1565.0,1594.75
202,29-Sep-1997,1635.0,1635.0,1635.0,1635.0
203,29-Sep-1997,1580.0,1629.95,1580.0,1603.5
204,30-Sep-1997,1500.0,1575.0,1500.0,1575.0
205,30-Sep-1997,1597.95,1639.0,1581.0,1619.5
206,01-Oct-1997,1600.0,1600.0,1570.0,1570.0
207,01-Oct-1997,1585.0,1604.9,1556.05,1597.95
208,09-Oct-1997,1480.0,1515.0,1461.0,1476.9
209,10-Oct-1997,1550.0,1550.0,1550.0,1550.0
210,10-Oct-1997,1495.0,1610.0,1495.0,1572.9
211,13-Oct-1997,1599.0,1600.0,1599.0,1600.0
212,13-Oct-1997,1598.0,1609.9,1550.0,1591.85
213,14-Oct-1997,1575.0,1593.0,1575.0,1575.0
214,14-Oct-1997,1602.0,1602.0,1540.0,1556.45
215,15-Oct-1997,1500.0,1600.0,1427.0,1547.5
216,16-Oct-1997,1550.0,1550.0,1476.1,1495.65
217,17-Oct-1997,1498.95,1525.0,1465.0,1485.55
218,20-Oct-1997,1450.1,1510.0,1450.1,1489.2
219,21-Oct-1997,1489.0,1500.0,1456.0,1472.25
220,22-Oct-1997,1472.0,1482.0,1425.0,1432.75
221,23-Oct-1997,1421.0,1430.0,1372.0,1401.3
222,24-Oct-1997,1391.1,1405.0,1342.0,1390.5
223,27-Oct-1997,1372.0,1384.0,1365.0,1376.7
224,28-Oct-1997,1355.0,1355.0,1250.0,1287.2
225,29-Oct-1997,1354.0,1388.0,1327.0,1381.7
226,30-Oct-1997,1360.0,1367.0,1338.25,1345.95
227,03-Nov-1997,1345.05,1358.0,1303.0,1331.1
228,04-Nov-1997,1343.0,1367.0,1310.5,1348.2
229,05-Nov-1997,1322.0,1330.0,1275.2,1305.05
230,06-Nov-1997,1296.0,1308.0,1284.0,1303.3
231,07-Nov-1997,1291.05,1320.0,1291.05,1309.6
232,10-Nov-1997,1308.0,1308.85,1291.1,1305.25
233,11-Nov-1997,1300.0,1380.0,1300.0,1364.8
234,12-Nov-1997,1370.0,1370.0,1316.0,1316.85
235,13-Nov-1997,1313.0,1319.0,1294.0,1310.1
236,17-Nov-1997,1330.0,1330.0,1305.05,1321.85
237,18-Nov-1997,1350.0,1350.0,1350.0,1350.0
238,18-Nov-1997,1325.0,1325.0,1291.0,1302.05
239,19-Nov-1997,1395.0,1395.0,1395.0,1395.0
240,19-Nov-1997,1285.0,1377.0,1285.0,1365.65
241,20-Nov-1997,1475.0,1475.0,1475.0,1475.0
242,20-Nov-1997,1353.1,1461.0,1353.1,1453.5
243,21-Nov-1997,1412.0,1499.0,1395.05,1404.95
244,24-Nov-1997,1410.0,1470.0,1358.3,1377.6
245,25-Nov-1997,1371.05,1460.0,1362.0,1442.0
246,26-Nov-1997,1445.0,1445.0,1403.0,1427.55
247,27-Nov-1997,1416.0,1439.0,1416.0,1432.2
248,28-Nov-1997,1430.0,1430.0,1430.0,1430.0
249,28-Nov-1997,1400.0,1428.0,1377.05,1385.65
250,01-Dec-1997,1395.0,1423.95,1368.0,1418.8
251,02-Dec-1997,1430.0,1430.0,1430.0,1430.0
252,02-Dec-1997,1418.0,1438.0,1403.65,1409.3
253,03-Dec-1997,1410.0,1410.0,1410.0,1410.0
254,03-Dec-1997,1405.0,1428.0,1403.0,1410.05
255,04-Dec-1997,1405.0,1410.0,1350.0,1384.4
256,05-Dec-1997,1387.0,1393.95,1367.55,1374.8
257,08-Dec-1997,1375.0,1378.0,1308.0,1322.75
258,09-Dec-1997,1375.0,1375.0,1375.0,1375.0
259,09-Dec-1997,1324.0,1326.0,1296.0,1303.3
260,10-Dec-1997,1292.0,1324.0,1292.0,1306.0
261,11-Dec-1997,1299.0,1304.0,1175.4,1220.7
262,12-Dec-1997,1201.0,1220.0,1102.15,1107.15
263,15-Dec-1997,1200.0,1200.0,1200.0,1200.0
264,15-Dec-1997,1119.95,1170.0,1108.0,1146.55
265,16-Dec-1997,1168.0,1168.0,1101.0,1125.2
266,17-Dec-1997,1169.0,1204.0,1154.0,1181.1
267,18-Dec-1997,1186.0,1191.0,1165.2,1169.5
268,19-Dec-1997,1171.65,1177.95,1169.0,1176.0
269,22-Dec-1997,1199.0,1205.0,1179.9,1193.7
270,23-Dec-1997,1195.0,1207.95,1143.05,1151.5
271,24-Dec-1997,1160.0,1190.0,1153.0,1178.95
272,26-Dec-1997,1184.0,1197.0,1173.05,1188.05
273,29-Dec-1997,1191.0,1243.0,1183.5,1231.45
274,30-Dec-1997,1241.0,1241.0,1193.05,1200.9
275,31-Dec-1997,1210.0,1254.6,1210.0,1241.05
276,01-Jan-1998,1244.9,1245.0,1231.0,1236.95
